"university","career","inscription_date","name","gender","age","location","email"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS","10-Mar-21","ADAM_PARKER","M","21-Feb-95","ALEGRIA","KELLY29@HOTMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","BIOQUÍMICA","19-Apr-20","MR._NICHOLAS_GREER_MD","M","11-Mar-42","ARROYO_LAS_MINAS","NOAHGATES@HOTMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","DISEÑO_DE_IMAGEN_Y_SONIDO","17-Nov-19","MEGAN_AYALA","F","17-Nov-05","ARGERICH","LRIVERA@HOTMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","LICENCIATURA_EN_PSICOLOGÍA","01-Jan-20","BLAKE_AUSTIN","M","28-Oct-93","COLONIA_NAC_DE_ALIENADOS","LGONZALEZ@HOTMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","INGENIERÍA_MECÁNICA","19-Oct-19","AMY_WONG","F","28-Nov-07","EL_SOMBRERITO","RWOODS@GMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","INGENIERÍA_MECÁNICA","08-Dec-19","TARA_ARMSTRONG_DVM","F","20-Jul-94","AGUADA_DEL_LORO","JOHNSTONSARAH@GMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","DISEÑO_DE_IMAGEN_Y_SONIDO","16-Apr-21","BRETT_HORN","M","17-Dec-66","VILLA_BALLESTER","JHAMILTON@GMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN","31-Dec-19","SEAN_RIVERA","M","23-Jul-47","BALNEARIO_LOS_ANGELES","ELIZABETH72@GMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","LICENCIATURA_EN_TERAPIA_OCUPACIONAL","05-Oct-21","JAMES_BECKER","M","06-Dec-10","CAMPO_RAFFO","TYLERATKINSON@GMAIL.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS","20-Dec-21","REBECCA_ABBOTT","F","31-Jan-28","CAMPO_MEDINA","BRIGGSCOLLEEN@YAHOO.COM"
"UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA","MEDICINA","11-May-20","RICHARD_GRAHAM","M","09-Mar-44","ALGARROBAL","JACKSONSARAH@GMAIL.COM"
